User, Question, Answer
11732,I feel jittery when I perform.,75
11732,I feel uneasy when I perform.,50
11732,During performances I am concerned about the outcome of that performance.,75
11732,I have memory slips because of anxiety when I perform.,50
11732,I have trouble sleeping when anticipating a performance.,75
11732,My eating habits change because of anxiety when anticipating a performance.,50
11732,Anxiety affects the amount of practicing I do.,75
11732,Anxiety affects the quality of my practicing.,50
11732,My sleep habits are affected by anxiety.,75
11732,I become irritable because of anxiety.,50
11732,I drink more alcohol because of anxiety.,75
11732,I use recreational drugs because of anxiety.,50
11732,I procrastinate because of anxiety.,75
11732,My relationships are affected by my anxiety.,50
11732,My general activity level is affected by anxiety.,75
11732,My throat gets dry because of anxiety during performances.,50
11732,I often want to cancel or reschedule my performances because of anxiety.,75
11732,I'd rather be singing/playing in a practice room than in front of people.,50
11732,Nervousness is negatively affecting my musical progress.,75
11732,I am driven to do my best.,50
11732,My quality of performing/singing/playing is consistent.,75
11732,I start new projects with lots of energy.,50
11732,I fear success.,75
11732,I function well at a high energy level.,50
11732,I am able to quiet mental chatter.,75
11732,I frequently imagine the worst.,50
11732,I need to learn how to relax.,75
11732,No matter how much I prepare  something always goes wrong.,50
11733,I feel like I belong at this school/in this career/avocation (related to music).,50
11733,I like who I am as a person.,100
11733,I am content with the frequency of my dating.,50
11733,Singing/playing is my top priority.,75
11733,I believe that things happen for a reason.,6
11733,I have memory slips because of anxiety when I perform.,6
11733,I have perfect/absolute pitch.,75
11733,I have strong relative pitch.,50
11733,I consider myself to be a good musician.,75
11733,I learn music easily.,50
11733,I memorize music easily.,75
11733,My voice/instrument teacher and I have a good relationship.,50
11733,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11733,I am critical of myself in my practicing.,50
11733,I tend to get sick near a performance.,75
11733,I am a generally healthy person.,50
11733,My diet is healthy.,75
11733,I get enough sleep on a regular basis.,50
11733,I exercise regularly.,75
11733,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11733,I deal with stress well.,75
11733,I am stressed more often than I should be.,50
11733,I am a generally anxious person.,75
11733,People who know me would say I am an anxious or stressed person.,50
11733,I feel like I belong at this school/in this career/avocation (related to music).,75
11733,I feel like I belong in my teacher's studio of students.,50
11733,I feel comfortable in my teacher's studio.,75
11733,I feel comfortable performing in front of my musical colleagues.,50
11733,My teacher believes in me and my vocal/instrumental ability.,75
11733,My family believes in me and my vocal/instrumental ability.,50
11733,I believe in myself and my vocal/instrumental ability.,75
11733,My teacher understands my musical goals.,50
11733,My teacher understands who I am as a person.,75
11733,I am a confident singer/player.,50
11733,I am a confident performer.,75
11733,I am easily distractible.,50
11733,I maintain my focus easily when singing/playing.,75
11733,I maintain my focus easily when practicing.,50
11733,I maintain my focus easily when performing.,75
11733,Staying focused during a performance can be a struggle.,50
11733,I believe I will have good audience turnout for my performances.,75
11733,As a child  I was a natural performer.,50
11733,I consider myself to be a natural performer.,75
11733,Those who know me would consider me to be a natural performer.,50
11733,I am sometimes down or depressed.,75
11733,I am often down or depressed.,50
11733,I like who I am as a person.,75
11733,I like who I am as a singer/player.,50
11733,I am a good singer/player.,75
11733,I am a physically attractive person.,50
11733,Others consider me to be a physically attractive person.,75
11733,I have a good relationship with my family.,50
11733,I have good relationships with my friends.,75
11733,If I am in one  I am happy in my romantic relationship.,50
11733,I am content with the frequency of my dating.,75
11733,I have a good relationship with my romantic partner.,50
11733,My romantic partner believes in me and my vocal/instrumental ability.,75
11733,My romantic partner understands my musical goals.,50
11733,My romantic partner understands who I am as a person.,75
11733,My romantic partner supports me in my performances.,50
11733,My romantic partner wants me to succeed with my voice/instrument.,75
11733,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my romantic partner.,50
11733,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my romantic partner.,75
11733,I sometimes have low self-esteem.,50
11733,I often have low self-esteem.,75
11733,I have other activities I take part in and enjoy besides singing/playing.,50
11733,A career as a professional musician is important to me.,75
11733,Performing music is very important to me.,50
11733,I prefer performances to auditions.,75
11733,Auditions make me nervous.,50
11733,I consider myself to be a perfectionist.,75
11733,Those who know me well would consider me to be a perfectionist.,50
11733,I am a competitive person by nature.,75
11733,I am a competitive person because of my musical/performance plans.,50
11733,I enjoy a challenge.,75
11733,I enjoy a competition.,50
11733,I tend to have anxiety about performances.,75
11733,I tend to have anxiety about auditions.,50
11733,My teacher understands my performance anxiety fully.,75
11733,My romantic partner understands my performance anxiety fully.,50
11733,Only a small percentage of singers/instrumentalists will actually sing/play for a living.,75
11733,I am disheartened by the odds for success as a singer/instrumentalist.,50
11733,I believe that  even if I don't sing/play for a living  I will be happy.,75
11733,Singing/playing is my top priority.,50
11733,Singing/playing is very high on my priority list.,75
